,PC1,PC2,PC3,PC4,PC5
DCK,0.973140281831834,0.937934376137493,0.949907585352653,0.945973846025098,0.942623970196679
DCN,0.959788197000326,0.926686810880827,0.942999277614387,0.944303235822011,0.9483390905789
DCXR,0.994953969652981,0.931509394275501,0.943049997640706,0.945469001151227,0.944753011380307
DDAH1,0.999507550231531,0.941143797706264,0.940482343533009,0.948388963254182,0.945676210481742
DDAH2,0.999365435266168,0.93305771214728,0.944870471624318,0.947727148987472,0.946271249221705
DDIT3,0.951428102649607,0.950041893806371,0.949030167631861,0.945488702131458,0.943656624822211
DDIT4,0.981949695464118,0.940007863664817,0.952752697030817,0.944264537514068,0.948359677191948
DDRGK1,0.999428510764664,0.936573611342709,0.945627788192026,0.945942361789971,0.945711259901823
DECR1,0.986321016741627,0.939311453217979,0.949767125677861,0.945437975066207,0.944015710273247
DGAT1,0.968789232268705,0.93985911717553,0.948476863668777,0.945582986235453,0.942691341000464
DHODH,0.986695451307214,0.960544854173748,0.946219361542464,0.946408062751773,0.945931252239504
DHPS,0.986243691443822,0.934970904460301,0.944846765306977,0.946856135301064,0.945027343143942
DIO1,0.99089289504574,0.949812149789402,0.942439166680623,0.943704270329631,0.945221937244005
DLAT,0.968962712829875,0.949675951005036,0.948954083799799,0.945522325873152,0.943719356853692
DLD,0.942493669691011,0.940769220548565,0.949519195175183,0.94605557160771,0.944105523596729
DLG4,0.973453032477209,0.955625843075147,0.942555430081302,0.947032152464387,0.948922824896247
DNMT1,0.990539573060838,0.929890658251347,0.947714297125039,0.946972017606603,0.94656937031221
DNPEP,0.999964974768208,0.966993221499653,0.945693738903705,0.946439366104527,0.945691071085508
DRD1,0.956025806506715,0.962086385578155,0.946107611849153,0.946342016962021,0.94591173295802
DRD5,0.964767411756771,0.960444542500115,0.946310332834701,0.946298274386486,0.945958860007484
DSCAM,0.982284147500992,0.959063639858908,0.946250496795841,0.946256266277563,0.945958256816111
DSTN,0.999140825377069,0.920269369483235,0.94470150406581,0.946228109614786,0.946732470008907
DUT,0.98176478791543,0.929670674426799,0.945648519041332,0.947325068945618,0.94595321673319
EBP,0.981890120651088,0.936721669174819,0.950534962192828,0.944940564275286,0.942789916412938
ECE1,0.999472710499034,0.939023417634513,0.941628997322748,0.944537941508552,0.946173962360323
EDNRA,0.946849858967384,0.939042631903947,0.940576618809493,0.944728778100575,0.946997474927118
EDNRB,0.942805806143893,0.958437210813955,0.945620665779619,0.946253754887305,0.946631061653102
EEF2,0.977373884419475,0.929296852428163,0.944377013991988,0.946348524155431,0.947635040208845
EGFR,0.688548501928118,0.963420572354013,0.946874305396676,0.945707411825826,0.946704264060355
EHMT2,0.973108703931601,0.936165164461483,0.946557667257543,0.947737774886371,0.946496636728133
EIF2AK2,0.946963909984383,0.945636362113767,0.944903731976972,0.946995269466607,0.942715170762279
EIF2AK3,0.977550576112797,0.939208156713883,0.942545166660638,0.943069790994049,0.946199921083111
EIF4E2,0.968714023668779,0.935595055961654,0.94770620172711,0.946687411671117,0.946345275787707
ELN,0.999550725287961,0.943513951921188,0.941397000145993,0.947768635399446,0.950309482860233
ENO2,0.973256497749934,0.944575548046799,0.944596723513625,0.947179028020878,0.941793370339587
EPHX1,0.994944845247796,0.930980214798837,0.94393722833648,0.945681545180731,0.946435712234543
EPM2AIP1,0.999574078261431,0.944835722069569,0.943174155263262,0.947244995457601,0.948758206458875
EPOR,0.964808954996985,0.962804181284495,0.94611862038794,0.946417135816221,0.945872122890029
EPRS,0.981879393456782,0.936144473269898,0.947699537121953,0.946853906805565,0.946217579466147
ERBB2,0.894092716003419,0.931298359438125,0.944426298913099,0.940524615739553,0.947123598986247
ERBB3,0.951579628290908,0.958640550797309,0.946196840319483,0.946498015309468,0.945891252682222
ERBB4,0.938515856251225,0.963899553778622,0.935278035091223,0.947885309690516,0.946821490749872
ERO1LB,0.999785087021931,0.956770439241964,0.945850260202519,0.945685719753262,0.945789631897685
ESD,0.999778896439525,0.956444715533382,0.945946336733164,0.946466751655264,0.946068517448896
ESR1,0.916281162977909,0.946591989829214,0.927527077600484,0.950669779600506,0.941419099126741
ESR2,0.973492789902136,0.957888672415215,0.946224260652761,0.946392176068915,0.945966068594751
ESRRG,0.991044648517243,0.958460174804638,0.945041274334172,0.945654577722115,0.94709782412267
EZH2,0.999546335238106,0.943375788363362,0.951039760213522,0.950035973045134,0.947583701740471
F2R,0.898632996496402,0.940221544100391,0.941203136417006,0.944228533120122,0.946856739876467
F2RL1,0.960386121548179,0.960649038153132,0.94619127209276,0.945715904469047,0.945949008672187
F5,0.964633186662084,0.952762530250118,0.950885530261177,0.944623921128289,0.947089421520639
F8,0.96896675789566,0.950066428930899,0.944985793427605,0.95056094437523,0.945711456993952
F9,0.956102090574148,0.96640821670108,0.946132418526116,0.946259296895682,0.945753511562039
FAAH,0.999520192987763,0.941855089624757,0.941306344907297,0.948125735075135,0.945273338059772
FAH,0.990626392416694,0.934672837609309,0.940088087636553,0.942597243912847,0.944984797624678
FARSA,0.986294919856815,0.937826657923592,0.946266216039758,0.946044575123521,0.946527245735205
FASN,0.951140916705559,0.933628048251072,0.939290123521783,0.941963383710838,0.944897702249835
FASTKD3,0.999566077612487,0.94445131277563,0.944771373686017,0.947100799607536,0.942310067696977
FBP1,0.96880751214843,0.94099138865868,0.940359117311631,0.948530666522244,0.943854820090459
FCER1G,0.955679388323769,0.942352214892761,0.950810146572146,0.944153413246063,0.94777382369901
FDFT1,0.977467530281136,0.93459784334599,0.945917500922292,0.945769667101497,0.946285997999094
FDPS,0.986152872102556,0.92980562187324,0.948352589579167,0.94667694068592,0.945962531797021
FDX1,0.99950163673872,0.940632467619255,0.951851156530594,0.94441028609099,0.948074090297912
FGA,0.907681557068304,0.955908417123121,0.947262146673486,0.94227168494822,0.946464975422048
FGB,0.912061250199494,0.955597922106209,0.947011977871181,0.942305392604972,0.946103671405523
FGF2,0.863928100368541,0.961692700619005,0.946266502176232,0.946714592936769,0.946556030447252
FGFR1,0.859236760861291,0.944408959525765,0.941322816413813,0.948017373396014,0.945503057058191
FGFR2,0.903292700793815,0.955935481023764,0.949321453823642,0.948814477772833,0.947029534708372
FGFR3,0.907426968623559,0.941748842351974,0.940204069686969,0.948580722603001,0.943328146208153
FGFR4,0.91627942600524,0.94612699738863,0.947095646454262,0.9424530666479,0.946715608056403
FGG,0.903124864925951,0.946186469128059,0.947170528022033,0.942158338587791,0.946753523542967
FKBP1A,0.951038962211292,0.92795900566588,0.946599763325553,0.945693218493099,0.946986332376368
FLOT1,0.982066394241474,0.946921928168986,0.934015678363001,0.95060731614861,0.942844226546236
FLT3,0.977863468206928,0.957059879633282,0.945350366111571,0.946289055516486,0.945835437388615
FLT4,0.964708910146286,0.957132897311171,0.946059164006243,0.946434818714,0.946080557200753
FN1,0.884985216667574,0.912372208467291,0.945169204516561,0.94531754473528,0.94750419253467
FNTA,0.986230450572426,0.934232501089767,0.946725293871204,0.947607894206616,0.946294713923407
FOLH1,0.999865323162954,0.961340710067715,0.946131155081431,0.946383174127593,0.945956288438417
FOLR1,0.998984357831197,0.911419458899743,0.945596776223172,0.946766597376085,0.946918729284072
FOS,0.644430107723817,0.948390813252748,0.939531365975046,0.948091432560511,0.95201254181549
FPR2,0.955973347685297,0.959110173450365,0.946300445590774,0.946289916725023,0.946034060038347
FPR3,0.964579249982274,0.949778173515722,0.948987540684881,0.94550966638218,0.943691072743773
FSHR,0.969100080590488,0.957451512818549,0.946002227105704,0.946004478580158,0.946097735264246
FTH1,0.968530383477596,0.92518110701451,0.945904622542771,0.94644758523043,0.946258505373481
FTL,0.977245169738777,0.921988890195025,0.946388952006708,0.945697288664498,0.946718644822554
FYN,0.657461392103491,0.941287566332894,0.946918152832945,0.945515755077856,0.947739381853242
G6PD,0.986353818027182,0.940997247615076,0.946611713916341,0.940481482414192,0.943510809975404
GAA,0.981879787699866,0.936135261789674,0.944958460151211,0.945961465505629,0.946225340077487
GABBR1,0.934067612752192,0.960296891547174,0.945640326454642,0.947053834093362,0.946834139762094
GABBR2,0.933985671264012,0.95569568285371,0.949947508361357,0.948304229192184,0.946964906888743
GABRA1,0.95594461616266,0.95747360246311,0.946082231638119,0.946035886989531,0.945965875587108
GABRA2,0.955986196606204,0.959842689792714,0.946009405922378,0.946390033100983,0.945979435245835
GABRA3,0.956090353132595,0.965733900299534,0.946253717769018,0.946084136738351,0.945991025265794
GABRA4,0.956023380465229,0.96194172060145,0.94576735400597,0.946189701571664,0.946064160431856
GABRA5,0.956027191327946,0.962163612607518,0.946166006784776,0.946331816088334,0.945985898105431
GABRA6,0.956023711546549,0.961970427974994,0.946168803059601,0.946407940563404,0.945878045717885
GABRB1,0.96034509370682,0.958357111176449,0.946066107383852,0.946648511047349,0.946017544757238
GABRG2,0.960376212393311,0.96010860809905,0.946032085646078,0.946337796571352,0.946079934407487
GABRG3,0.960378952085371,0.960261642648895,0.946294035647432,0.946231174393108,0.945929983516139
GABRP,0.99548202591964,0.961693089963332,0.956566616526413,0.954782637742357,0.951198981082865
GAD1,0.95591355425339,0.955730380550076,0.942629366252332,0.947353437917036,0.948724107049009
GAD2,0.960335894477314,0.95781559366555,0.945602016397097,0.946173945433311,0.946286998427928
GALE,0.986214534815514,0.933223960628164,0.945493756361631,0.944474177753184,0.945710130992326
GAMT,0.986412576464538,0.944584466207245,0.944720580501631,0.947120043139281,0.942160823383398
GANAB,0.973031811355145,0.931758276599888,0.94581483750295,0.94645336681785,0.946756041479284
GAPDH,0.955275993691418,0.919608551583172,0.947771668161082,0.946934713551562,0.946513829074703
GARS,0.981750220152077,0.928792793542958,0.948075540959828,0.946173006523953,0.946785671225424
GART,0.97754129285529,0.938835584778938,0.950686123380973,0.946704794354085,0.944103265873405
GATM,0.986512577363899,0.950086391023,0.942169627310951,0.943503185568022,0.945148754396811
GC,0.986722578305115,0.962077660817438,0.946170772808994,0.946266269923776,0.945874736516782
GCAT,0.995148534820835,0.942482255265455,0.950248768357216,0.944970791477613,0.94755976600887
GCH1,0.98640970056084,0.944154033356851,0.947413844974227,0.941278486246401,0.946851296848664
GFER,0.990795779317586,0.944468563852587,0.944700731739079,0.94713363415512,0.942100726690654
GGH,0.995168429107893,0.943782488213495,0.950588862309783,0.949701492578747,0.947460679441337
GGPS1,0.986258123978804,0.935746667564098,0.945035809668759,0.946026488254513,0.946056406571307
GHR,0.929642945820368,0.957819264407518,0.944068815337373,0.939997997544786,0.945909130644551
GHRHR,0.969134491101086,0.959423170989369,0.946186671411129,0.9465595688588,0.945966283507362
GJA1,0.955464639996074,0.930317011440839,0.942291881235247,0.947460651306163,0.946780567317641
GJB3,0.986690395884247,0.960252488323027,0.946055275617185,0.946247870551429,0.945941160965784
GJB4,0.986662481049542,0.958670435244696,0.946056064364025,0.94628286198863,0.946061304255688
GJC1,0.982249075324023,0.957088916915978,0.946445080117252,0.946739440070336,0.9463606419572
GJD2,0.977883497727778,0.958197452948,0.94631373764659,0.946426500641443,0.946021373484354
GLA,0.960110134146284,0.945032466776093,0.942502827761158,0.947417589977315,0.949352490622267
GLDC,0.995377597621517,0.95562413197807,0.950385058193242,0.948998934127208,0.946293716110717
GLO1,0.995134454335524,0.941907230961869,0.948211690842168,0.949680470257507,0.943146137704572
GLP2R,0.969111355515407,0.958108362025092,0.946231047972825,0.946439952947679,0.945911005692465
GLRA1,0.982235365190599,0.956299166463941,0.946293813986202,0.94627126570173,0.94600271298406
GLRA2,0.982310719817282,0.960566470301961,0.946134718310524,0.946225600481919,0.946126055306586
GLRX,0.990600708158318,0.933304801158034,0.945783287733863,0.945615239635489,0.946722069521544
GLRX2,0.999478185232408,0.939384751911971,0.949332700555565,0.945270863132901,0.943834961495322
GLS,0.955970925896622,0.958973290993087,0.946316433681509,0.946337797519151,0.946152482464891
GLUD2,0.982249249610957,0.95708951915692,0.946201726458321,0.946327825935047,0.945878661293137
GLUL,0.968530582712808,0.925196491552944,0.946227169273358,0.945781969562874,0.943811424050126
GLYAT,0.991081417334079,0.960571289477745,0.945758514311006,0.946082857143649,0.946052238543141
GM2A,0.977767744162049,0.951253421562489,0.948854585829415,0.936267678972783,0.947271680552102
GMDS,0.990718542802745,0.939946729280445,0.952995345322953,0.945232290100243,0.948390904896467
GMPS,0.977532496796323,0.938320759006033,0.951088139138306,0.946307988926926,0.944258970413603
GNAS,0.815044965902688,0.925107389030826,0.946210415038303,0.946215026798408,0.947012953394185
GNB1,0.666063700256961,0.931860769420791,0.947789573615447,0.948376603425377,0.947463397512012
GNLY,0.999572485662135,0.944812145332781,0.949073141497557,0.948589454462522,0.947043251854927
GNRHR,0.960372027641833,0.959871009604353,0.945952144357695,0.946305654227567,0.946020386544641
GPI,0.959712056064397,0.92244925577005,0.947926381749212,0.946061994106134,0.947030615908921
GPR12,0.999806646371355,0.958015311136409,0.946829388390553,0.946410404940552,0.946037371185984
GPR143,0.999649304554218,0.949236605570338,0.945110553064673,0.950102380823732,0.945764015242456
GPR17,0.955965918921404,0.958691040787664,0.946314570558822,0.946299483759795,0.945903678076686
GPR18,0.97782698338156,0.954842302208319,0.947920208696374,0.942388595875096,0.946478395198282
GPR183,0.999803699257272,0.957830092828193,0.947294470166389,0.94592293374403,0.946066937056058
GPR3,0.99969143558215,0.951416024286791,0.950103469150273,0.944907104916552,0.947295009973673
GPR32,0.999731382324534,0.953820932435432,0.949319059256025,0.948590732724836,0.946683575497388
GPR63,0.999899035976345,0.963262413178553,0.946670288840533,0.946664407227395,0.945854951442201
GPR87,0.999705015979316,0.952173284158878,0.950769844225646,0.944656439797311,0.9475543063298
GPR88,0.999695574526859,0.951795829032646,0.941788072084592,0.948042182927791,0.944834473317407
GPRC5A,0.999517071816865,0.941691185138806,0.941479981877472,0.948135410661796,0.944179840553905
GPX1,0.959861915370692,0.930965069947297,0.94574334188439,0.946328328193622,0.945919870001895
GPX2,0.982286902318752,0.95919270560841,0.94609383805006,0.945453231368232,0.94578073692185
GPX4,0.990469168104625,0.925874393017282,0.944211062160406,0.946110145739293,0.946253296371221
GPX7,0.990724555750257,0.940332877072702,0.953037600268165,0.946469878742341,0.948350668219408
GRIA1,0.947085948671482,0.952554121277303,0.941855550815535,0.947707901726772,0.944878733654523
GRIA3,0.960334445012678,0.957741557406703,0.946108962842734,0.946326866298509,0.946051893552184
GRIK1,0.973549210934152,0.961086139043478,0.945995421484825,0.946443357640946,0.946125088193747
GRIK3,0.973503824433047,0.958516046607905,0.94610722294643,0.946420524179861,0.94588165918329
GRIN1,0.925126143518937,0.950596899824511,0.953539706750179,0.947126255313773,0.947978214940909
GRIN2A,0.925170863668123,0.952985745583344,0.944203308887591,0.943380270036137,0.949067011641172
GRIN2B,0.92078445040787,0.952924866137075,0.944224492397855,0.943451754436806,0.948949244020386
GRM1,0.955965170856962,0.958645536682881,0.946107256617004,0.94627528260329,0.946102367401862
GRM3,0.982272552008882,0.958417499067492,0.946181799675738,0.946562681320011,0.94597349908264
GRM5,0.973539080668368,0.960512307624453,0.946176251949765,0.946388189973742,0.945925427872359
GRM6,0.98229165967582,0.959486604139072,0.945895785943513,0.946232587334929,0.946131781764068
GSS,0.977480778427392,0.935334670926544,0.945148276625731,0.945232159993532,0.945828018797681
GSTA1,0.973549623826646,0.961103097593564,0.945106091773627,0.946253777865139,0.946113211111789
GSTA3,0.973530552385142,0.960030755320144,0.946229526849966,0.946439566906846,0.945934300514111
GSTK1,0.981788458812172,0.930955226141645,0.945765476080639,0.946068333028334,0.946918764549403
GSTM1,0.96897522252097,0.950299908275409,0.942301061029263,0.94358854421927,0.94518843285376
GSTM3,0.986325898162016,0.939704372546319,0.938958390105568,0.948941281950873,0.945279988588053
GSTM5,0.973496384340787,0.958040872514565,0.945428556328739,0.945207345361992,0.946720102289559
GSTO1,0.968623047277885,0.930437945953208,0.946911317047084,0.946508795361956,0.945937965844262
GSTP1,0.964275873959349,0.932577958663203,0.949459817993746,0.947033830960591,0.949134154540537
GSTT1,0.98631891498538,0.93914567930884,0.941673998152381,0.94457863802685,0.945589757100101
GUCA1A,0.986659623626464,0.958506140991435,0.946068750932046,0.946267195517129,0.946215762648398
GUCY1A3,0.968973049634114,0.950189781282158,0.947444223897932,0.945627401934384,0.950298391048904
GUCY1B2,0.999835395014798,0.95963611105159,0.946544638014465,0.946135136976427,0.945906653240066
HAGH,0.990694432963803,0.938620429365002,0.941769097709117,0.944721733337704,0.943676463399637
HAL,0.98669554144771,0.960542293666362,0.946040713317378,0.94613212643273,0.945733758391532
HAO1,0.986678705028288,0.959596509533065,0.946297034541265,0.946461182220371,0.946037947971622
HARS,0.98641409931511,0.944668403437337,0.944763747282594,0.947096563576771,0.942289743149353
HCAR3,0.97784227780049,0.955677646362433,0.947000351245335,0.941725354908657,0.94713555787809
HCRT,0.969044591426222,0.954181130171898,0.947120325496297,0.942661892734936,0.94644676328816
HCRTR2,0.964578846646432,0.949755344847864,0.948956846933813,0.945518710316426,0.943717865279347
HDAC1,0.802085763438801,0.936298929796531,0.946526346470437,0.947318924287829,0.946152964182505
HDAC2,0.903116185156939,0.945939864628154,0.949859865371136,0.949105882493459,0.947279026915374
HDAC5,0.960026787047131,0.94045658787931,0.94515773655855,0.950475414614792,0.946139132448567
HDAC7,0.964501904321569,0.945400436113081,0.943101556320132,0.947243975605109,0.948828940876427
HDAC9,0.97351180658769,0.9589584314637,0.946903325861468,0.946329857579446,0.946433193119541
HGF,0.903364489012331,0.959925961010602,0.945819726579098,0.946361555517119,0.946156866327237
HGS,0.955683248302235,0.942819131128251,0.948312383076085,0.949590816673943,0.943474842096613
HIF1A,0.920460837560837,0.934639210923379,0.948367508074795,0.944528758698981,0.947589854374738
HINT1,0.999251942381195,0.926575463166122,0.945957577617289,0.946340730956474,0.946262488630489
HK1,0.938106484565842,0.940569124524677,0.942402694775167,0.94402838182448,0.945861174240923
HLA-A,0.858862800955882,0.923129896642561,0.946711442022709,0.946135923337308,0.946936011724649
HLA-B,0.906938645928076,0.913954950901266,0.947039640252582,0.946485544202711,0.946972376809945
HLA-DQB1,0.951162321327991,0.934918437180385,0.946698007976779,0.944882501223537,0.947144986736301
HMGB1,0.907171813285745,0.927193372694154,0.946525331278601,0.94716886682641,0.946984131066038
HMMR,0.977734355831928,0.949738503905071,0.949246155835836,0.945441869447618,0.943462566828001
HNMT,0.995079045471656,0.93849883054574,0.941853302748479,0.94339741498466,0.94680358417541
HPD,0.986610778436939,0.955571451069714,0.947462097704147,0.941720534701605,0.946306071454951
HPGDS,0.995271866175729,0.949463946881824,0.942809972250419,0.943979840012533,0.945322949230535
HPN,0.999484011572269,0.93983090971987,0.939316268684,0.948825058768294,0.945261765028211
HPRT1,0.973061460167239,0.933525164320311,0.947706602125404,0.948158721250957,0.944564276440253
HPSE,0.973346180672818,0.94957401122893,0.94892100705888,0.945534873354393,0.943747309136264
HRAS,0.219229934506987,0.958135058033854,0.944731853008728,0.946624831357677,0.942337527899953
HRH1,0.960358679407832,0.95910392748354,0.946479091388612,0.946120433627752,0.94634215382913
HRH3,0.969107290623363,0.957868139970925,0.946209167404405,0.946188762639662,0.945975745772151
HRH4,0.969096029756445,0.95723160111856,0.946030187850954,0.946296548826745,0.946179507479408
HRSP12,0.999401875335945,0.935125719957107,0.947229532253487,0.947468678786712,0.945136948664253
HS3ST3A1,0.973351126381252,0.949791335689857,0.947279070339894,0.945720028100689,0.94980433426444
HSD17B11,0.99957301675159,0.944623931623417,0.947109550043445,0.942451286328395,0.946705349817809
HSD3B1,0.977866059194787,0.957199970645097,0.946142232326756,0.946158531262377,0.9459843495699
HSD3B2,0.977944381090676,0.961636375567027,0.946161585910184,0.946085532455881,0.94593518103252
HSF1,0.994976269820845,0.932820324347477,0.946983643459397,0.947177463740312,0.945917457665734
HSP90AA1,0.801969856334656,0.929705238424764,0.946672916755911,0.946508133487628,0.945786942905841
HSP90AB1,0.924627757231869,0.92237424439952,0.946592262454874,0.947002947706229,0.946002023891305
HSP90B1,0.938011213845136,0.93526391700265,0.946792459543925,0.94673462186553,0.946118969390779
HSPA1L,0.977928550370535,0.960744356064317,0.945600959777767,0.946170845582042,0.945778754142769
HSPA5,0.933463753397141,0.926057885634585,0.946211602421266,0.946511049759114,0.946701435059891
HSPB1,0.941997337780994,0.912629163464814,0.943009809352728,0.94540560931282,0.943383749582598
HTR1B,0.964767043944127,0.960416854035603,0.946204377843102,0.946141963207764,0.946062748422108
HTR1E,0.964738979310981,0.958833381499992,0.945906773246548,0.94628114854673,0.945908415582411
HTR1F,0.964748959959917,0.959389731184754,0.94560387562826,0.946182523125993,0.946406459037274
HTR2A,0.951560364672481,0.957543688409348,0.946224937164009,0.946460214236843,0.94622006970527
HTR2C,0.951707849732837,0.965895686596538,0.946200082603186,0.946152220574536,0.945770456668097
HTR3A,0.986696439724985,0.960588550604451,0.946446402981473,0.946129697511537,0.946114931670565
HTR3B,0.986653454574338,0.958157212448886,0.946112546290115,0.946227363642135,0.946031867219662
HTR4,0.960442395947911,0.963860485320272,0.946269118829124,0.946296810038505,0.945835597914993
HTR6,0.960338493972664,0.957972710881348,0.94630750963413,0.946357954253363,0.945996794120532
HTRA1,0.999424006535717,0.936204998017015,0.940241280013474,0.9432435158004,0.947195317713831
IARS,0.973054882911184,0.933090808980996,0.94719698570554,0.94700668768623,0.94628578630285
IARS2,0.981859814492718,0.935040774847844,0.945475594919753,0.946737864747186,0.945416806902085
IDH1,0.968870820792548,0.944265677554838,0.947499668158137,0.940939172398084,0.946895249279326
IDH2,0.968540969255317,0.92569673506534,0.948422669004239,0.94421822754857,0.946468863928846
IDI1,0.986204632893668,0.932672098844971,0.948030060707918,0.94477848825848,0.945787489240578
IFIT1,0.977416475865823,0.931794866465833,0.946313328462966,0.947287852617241,0.94324408766048
IFNB1,0.890239304734267,0.961651080746478,0.946133498381833,0.94603446551062,0.94601145859483
IFNG,0.806759440901768,0.952600893502093,0.949039338807449,0.945393553722774,0.943678991252959
IGF1,0.8770311280026,0.958634105513823,0.941798356338397,0.945780450006898,0.949589693313454
IGF1R,0.890223269893715,0.960758407962995,0.946059349858687,0.946427891756232,0.945864262162788
IGF2,0.986385357526044,0.942972800879131,0.940357456180416,0.948066533530634,0.951219660527385
IGF2R,0.982030514461857,0.944516543293305,0.947290295471364,0.941748660746075,0.946794001460728
IGFBP3,0.968692083482514,0.934318782779309,0.946635723958719,0.946251980460186,0.947852853272619
IGFBP7,0.999161883311445,0.921453477126192,0.944270687656987,0.946276515329397,0.947693940921608
IGHG1,0.995349607854645,0.953806699111651,0.947177838107348,0.942634814574685,0.946401591683082
IGKC,0.999326259965447,0.930703747343751,0.947742372295584,0.944543456968085,0.947763064160699
IGLC1,0.999021958474166,0.913420415684587,0.947812242617549,0.943795491245199,0.948747578736376
IKBKB,0.640020471434275,0.947087816603815,0.940029410143753,0.948305345974583,0.945951341736979
IL12B,0.925250168900172,0.957621678520975,0.946339504713456,0.946313688461649,0.945968972306147
IL1R2,0.96475456187099,0.959722995780637,0.947119154267451,0.946533902423205,0.946098819535987
IL2RA,0.890260846007955,0.962862976369059,0.946952427796183,0.945788706428097,0.945980288675326
IL3,0.894628922973362,0.961904027520517,0.946406069438026,0.946164858142183,0.945852257866753
IL4R,0.942543609378764,0.943434588516021,0.944318804713054,0.943099251475398,0.949205810937473
IL5RA,0.951619263738788,0.960876030461794,0.946038625723365,0.946264151610959,0.946082543048592
IL8,0.824507903090328,0.964297066741986,0.950241598580269,0.944920802441155,0.947020509749881
IMPA2,0.990761510277396,0.942595615653104,0.952319837989357,0.950971858368298,0.947937261589572
IMPDH1,0.977385365483538,0.9299474614999,0.946809295748637,0.945960952852708,0.946350808272552
IMPDH2,0.977427593336683,0.932387079898975,0.944237892300368,0.947047392112933,0.945813548971772
INSR,0.920889713609788,0.959029478546943,0.946230059005759,0.946367377806243,0.946002493894087
IPO7,0.999411505390959,0.935655006508611,0.945794274991092,0.947218710323777,0.945815195069002
IPO9,0.999396198392035,0.934777267937756,0.946023196233997,0.947109983071019,0.946355493409803
ISG15,0.959694636765531,0.921551828917813,0.947663768241876,0.947348278575465,0.943329323328178
ISYNA1,0.994991064280123,0.933707902453377,0.944824119069865,0.94821309046151,0.944984020956827
ITGA4,0.898957449157097,0.958680111890873,0.946542511844874,0.945943137295963,0.945869239891728
ITGA5,0.885497940739327,0.941384205201844,0.947251466875159,0.945113727019637,0.950599553340953
ITGAV,0.828431264544357,0.938137869808616,0.945439477994999,0.945551018733059,0.947665861868206
ITGB1,0.714833779768468,0.961957067942366,0.946130106211219,0.946266729188751,0.945974503020225
ITGB2,0.885470431354439,0.939859305307915,0.950551745262127,0.944078279441036,0.944322138669952
ITGB3,0.833104475747075,0.954581431075521,0.946239624559576,0.949545536127214,0.949292358184338
ITGB4,0.92932495909871,0.939987599372625,0.947856854212399,0.946888896562569,0.951111754134941
ITGB5,0.916199939237497,0.941581780954744,0.937889343725245,0.940766479839368,0.945218471070603
ITPR1,0.91626701332909,0.945574028335842,0.942191131689533,0.94748141745848,0.949633773337292
ITPR2,0.78923173989394,0.953538627344488,0.944856661461812,0.950944200922062,0.945686912776998
ITPR3,0.784579122609565,0.938209827786915,0.947254472275279,0.946241571905515,0.946257254352806
IVD,0.986501221794539,0.949462666865651,0.943023612516271,0.944131322307869,0.945383439545857
JAK1,0.793385833399011,0.940234109964393,0.945235782838657,0.945798713899058,0.947138303954897
KARS,0.981832050755452,0.933439245735335,0.948460429320603,0.946287610912568,0.946346498144162
KCNA2,0.986785788062252,0.965659674584979,0.946325101474243,0.946234564309033,0.945777368510018
KCNA4,0.986628618841967,0.956757626625425,0.946049997599749,0.946411626911005,0.945933639754926
KCNA5,0.986668691019406,0.959008829167138,0.945935006812248,0.945933478845783,0.946137045102614
KCNB2,0.986687296843232,0.960081630598269,0.946291220419348,0.946361374869683,0.945878721064252
KCNC1,0.986641041924351,0.957459180963906,0.946176570790552,0.946324183363234,0.945868194078551
KCNC3,0.986645289476899,0.957695404783267,0.946025389575284,0.946244436806086,0.946009675246669
KCND2,0.9865440763628,0.952018319526227,0.941586443217147,0.94743142078076,0.944801241577798
KCND3,0.986416627765933,0.944742685543684,0.942737113182385,0.947365366006195,0.949142461010804
KCNJ1,0.982398677797067,0.965546424095738,0.946173074334773,0.946039527868028,0.945940120539898
KCNJ10,0.964779534953793,0.96112690575988,0.945992557899876,0.946158179702502,0.945931175692365
KCNJ13,0.999809326146659,0.958166519280349,0.946063587225128,0.946341655874121,0.945901290347185
KCNJ3,0.947293267781751,0.964273911734545,0.944531149396095,0.946822915183274,0.944524938130244
KCNJ6,0.960351999025122,0.95874851650164,0.946557740528646,0.946658079686479,0.946025832495396
KCNJ8,0.986671403324523,0.959162902398191,0.946000134363225,0.945830926360547,0.945782285406335
KCNJ9,0.947195123129079,0.958679582227511,0.946214435513186,0.946401537225843,0.945956523012381
KCNK1,0.986409376075201,0.944134413622071,0.947422347589197,0.941245942770208,0.946855300759394
KCNK3,0.986718384658196,0.9618550850231,0.945740620108988,0.946624253577892,0.945708374032308
KCNMA1,0.995433699331623,0.958712538050605,0.945970644824716,0.94637446728228,0.94604251244532
KCNMB1,0.969153537004208,0.960511859035498,0.947208140277847,0.947285973352737,0.947403633945951
KCNMB2,0.969154019412122,0.96051326330133,0.946244896195477,0.94613738668062,0.946071763642521
KCNMB3,0.969103401072107,0.957665650946755,0.945895372835516,0.94669980583551,0.94603915471434
KCNMB4,0.969015072099237,0.952497371906765,0.943978634001658,0.943185275555581,0.94911935541725
KCNN3,0.99093168228403,0.951951242108466,0.944185582453972,0.943355508025055,0.949163576377647
KCNN4,0.990803137479926,0.944882061272632,0.94918930230489,0.948669237120798,0.947076953671912
KCNQ2,0.969180474460851,0.96202442295369,0.946243337165915,0.946426782158438,0.945947122234599
